PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
21447913,Spatially specific and non-lateralised attention deficits in patients with perceptual and premotor neglect,"de Los Angeles Hoffmann M, Gall C, Kaufmann C, Fydrich T, Kasten E, Sabel B.",NeuroRehabilitation. 2011;28(2):129-42. doi: 10.3233/NRE-2011-0641.,de Los Angeles Hoffmann M,NeuroRehabilitation,2011,3/31/11,,,10.3233/NRE-2011-0641
21034681,Cognitive development in adults with attention-deficit/hyperactivity disorder: a controlled study in medication-naive adults across the adult life cycle,"Biederman J, Fried R, Petty CR, Wozniak J, Doyle AE, Henin A, Corkum L, Claudat K, Faraone SV.",J Clin Psychiatry. 2011 Jan;72(1):11-6. doi: 10.4088/JCP.09m05420pur. Epub 2010 Oct 5.,Biederman J,J Clin Psychiatry,2011,11/2/10,,,10.4088/JCP.09m05420pur
21176203,"Attention Deficit Hyperactivity Disorder (ADHD) among longer-term prison inmates is a prevalent, persistent and disabling disorder","Ginsberg Y, Hirvikoski T, Lindefors N.",BMC Psychiatry. 2010 Dec 22;10:112. doi: 10.1186/1471-244X-10-112.,Ginsberg Y,BMC Psychiatry,2010,12/24/10,PMC3016316,,10.1186/1471-244X-10-112
20949366,Mental health problems in youths committed to juvenile institutions: prevalences and treatment needs,"Ståhlberg O, Anckarsäter H, Nilsson T.",Eur Child Adolesc Psychiatry. 2010 Dec;19(12):893-903. doi: 10.1007/s00787-010-0137-1. Epub 2010 Oct 15.,Ståhlberg O,Eur Child Adolesc Psychiatry,2010,10/16/10,PMC2988998,,10.1007/s00787-010-0137-1
20087663,Social-adaptive and psychological functioning of patients affected by Fabry disease,"Laney DA, Gruskin DJ, Fernhoff PM, Cubells JF, Ousley OY, Hipp H, Mehta AJ.",J Inherit Metab Dis. 2010 Dec;33 Suppl 3:S73-81. doi: 10.1007/s10545-009-9025-6. Epub 2010 Jan 20.,Laney DA,J Inherit Metab Dis,2010,1/21/10,,,10.1007/s10545-009-9025-6
21041618,Structure and diagnosis of adult attention-deficit/hyperactivity disorder: analysis of expanded symptom criteria from the Adult ADHD Clinical Diagnostic Scale,"Kessler RC, Green JG, Adler LA, Barkley RA, Chatterji S, Faraone SV, Finkelman M, Greenhill LL, Gruber MJ, Jewell M, Russo LJ, Sampson NA, Van Brunt DL.",Arch Gen Psychiatry. 2010 Nov;67(11):1168-78. doi: 10.1001/archgenpsychiatry.2010.146.,Kessler RC,Arch Gen Psychiatry,2010,11/3/10,PMC3131739,NIHMS266485,10.1001/archgenpsychiatry.2010.146
20853914,"Classification of behavior disorders in adolescence: scaling methods, predictive validity, and gender differences","Fergusson DM, Boden JM, Horwood LJ.",J Abnorm Psychol. 2010 Nov;119(4):699-712. doi: 10.1037/a0018610.,Fergusson DM,J Abnorm Psychol,2010,9/22/10,,,10.1037/a0018610
20646916,Dissociation in non-clinical and clinical sample of Czech adolescents. Reliability and validity of the Czech version of the Adolescent Dissociative Experiences Scale,"Soukup J, Papežová H, Kuběna AA, Mikolajová V.",Eur Psychiatry. 2010 Nov;25(7):390-5. doi: 10.1016/j.eurpsy.2010.03.011. Epub 2010 Jun 19.,Soukup J,Eur Psychiatry,2010,7/22/10,,,10.1016/j.eurpsy.2010.03.011
20537859,Adults with autism spectrum disorders and ADHD neuropsychological aspects,"Nydén A, Niklasson L, Stahlberg O, Anckarsater H, Wentz E, Rastam M, Gillberg C.",Res Dev Disabil. 2010 Nov-Dec;31(6):1659-68. doi: 10.1016/j.ridd.2010.04.010. Epub 2010 May 26.,Nydén A,Res Dev Disabil,2010,6/12/10,,,10.1016/j.ridd.2010.04.010
20925472,Clinical assessment and diagnosis of adults with attention-deficit/hyperactivity disorder,"Haavik J, Halmøy A, Lundervold AJ, Fasmer OB.",Expert Rev Neurother. 2010 Oct;10(10):1569-80. doi: 10.1586/ern.10.149.,Haavik J,Expert Rev Neurother,2010,10/8/10,,,10.1586/ern.10.149
20199487,Objective measurement of motor activity during cognitive performance in adults with attention-deficit/hyperactivity disorder,"Lis S, Baer N, Stein-en-Nosse C, Gallhofer B, Sammer G, Kirsch P.",Acta Psychiatr Scand. 2010 Oct;122(4):285-94. doi: 10.1111/j.1600-0447.2010.01549.x. Epub 2010 Feb 25.,Lis S,Acta Psychiatr Scand,2010,3/5/10,,,10.1111/j.1600-0447.2010.01549.x
20065071,An examination of shared variance in self-report and objective measures of attention in the incarcerated adult population,"Asbjørnsen AE, Jones LØ, Munkvold LH, Obrzut JE, Manger T.",J Atten Disord. 2010 Sep;14(2):182-93. doi: 10.1177/1087054709356395. Epub 2010 Jan 11.,Asbjørnsen AE,J Atten Disord,2010,1/13/10,,,10.1177/1087054709356395
20569650,Clinical correlations of grey matter reductions in the caudate nucleus of adults with attention deficit hyperactivity disorder,"Almeida Montes LG, Ricardo-Garcell J, Barajas De La Torre LB, Prado Alcántara H, Martínez García RB, Fernández-Bouzas A, Avila Acosta D.",J Psychiatry Neurosci. 2010 Jul;35(4):238-46. doi: 10.1503/jpn.090099.,Almeida Montes LG,J Psychiatry Neurosci,2010,6/24/10,PMC2895154,,10.1503/jpn.090099
19833866,Order of Conners' CPT-II administration within a cognitive test battery influences ADHD indices,"Erdodi LA, Lajiness-O'Neill R, Saules KK.",J Atten Disord. 2010 Jul;14(1):43-51. doi: 10.1177/1087054709347199. Epub 2009 Oct 15.,Erdodi LA,J Atten Disord,2010,10/17/09,,,10.1177/1087054709347199
20385412,Effects of selective serotonin reuptake and dual serotonergic-noradrenergic reuptake treatments on attention and executive functions in patients with major depressive disorder,"Herrera-Guzmán I, Herrera-Abarca JE, Gudayol-Ferré E, Herrera-Guzmán D, Gómez-Carbajal L, Peña-Olvira M, Villuendas-González E, Joan GO.",Psychiatry Res. 2010 May 30;177(3):323-9. doi: 10.1016/j.psychres.2010.03.006. Epub 2010 Apr 10.,Herrera-Guzmán I,Psychiatry Res,2010,4/14/10,,,10.1016/j.psychres.2010.03.006
20445835,Personality disorder in ADHD Part 1: Assessment of personality disorder in adult ADHD using data from a clinical trial of OROS methylphenidate,"Williams ED, Reimherr FW, Marchant BK, Strong RE, Halls C, Soni P, Gale PD, Robison RJ.",Ann Clin Psychiatry. 2010 May;22(2):84-93.,Williams ED,Ann Clin Psychiatry,2010,5/7/10,,,
19783809,Reduced capacity in a dichotic memory test for adult patients with ADHD,"Dige N, Maahr E, Backenroth-Ohsako G.",J Atten Disord. 2010 May;13(6):677-83. doi: 10.1177/1087054709347245. Epub 2009 Sep 25.,Dige N,J Atten Disord,2010,9/29/09,,,10.1177/1087054709347245
20410729,Familial clustering and DRD4 effects on electroencephalogram measures in multiplex families with attention deficit/hyperactivity disorder,"Loo SK, Hale ST, Hanada G, Macion J, Shrestha A, McGough JJ, McCracken JT, Nelson S, Smalley SL.",J Am Acad Child Adolesc Psychiatry. 2010 Apr;49(4):368-77.,Loo SK,J Am Acad Child Adolesc Psychiatry,2010,4/23/10,PMC2919766,NIHMS177429,
19694631,Impulsive aggression in adults with attention-deficit/hyperactivity disorder,"Dowson JH, Blackwell AD.",Acta Psychiatr Scand. 2010 Feb;121(2):103-10. doi: 10.1111/j.1600-0447.2009.01460.x. Epub 2009 Aug 19.,Dowson JH,Acta Psychiatr Scand,2010,8/22/09,,,10.1111/j.1600-0447.2009.01460.x
21156992,[The Hungarian adaptation of Anxiety disorder module in the SCID-I/NP research version],"Gerevich J, Bácskai E, Matuszka B, Czobor P.",Psychiatr Hung. 2010;25(5):394-406.,Gerevich J,Psychiatr Hung,2010,12/16/10,,,
20422835,[The utility of a continuous performance test embedded in virtual reality in measuring the effectiveness of MPH treatment in boys with ADHD],"Shriki L, Weizer M, Pollak Y, Weiss PL, Rizzo AA, Gross-Tsur V.","Harefuah. 2010 Jan;149(1):18-23, 63.",Shriki L,Harefuah,2010,4/29/10,,,
19910723,D2 receptor blockade by risperidone correlates with attention deficits in late-life schizophrenia,"Uchida H, Rajji TK, Mulsant BH, Kapur S, Pollock BG, Graff-Guerrero A, Menon M, Mamo DC.",J Clin Psychopharmacol. 2009 Dec;29(6):571-5. doi: 10.1097/JCP.0b013e3181bf4ea3.,Uchida H,J Clin Psychopharmacol,2009,11/14/09,,,10.1097/JCP.0b013e3181bf4ea3
19619566,The neural basis of sustained and transient attentional control in young adults with ADHD,"Banich MT, Burgess GC, Depue BE, Ruzic L, Bidwell LC, Hitt-Laustsen S, Du YP, Willcutt EG.",Neuropsychologia. 2009 Dec;47(14):3095-104. doi: 10.1016/j.neuropsychologia.2009.07.005. Epub 2009 Jul 18.,Banich MT,Neuropsychologia,2009,7/22/09,PMC3703501,NIHMS139003,10.1016/j.neuropsychologia.2009.07.005
19196851,ADHD and anger contexts: electronic diary mood reports from mothers and children,"Whalen CK, Henker B, Ishikawa SS, Floro JN, Emmerson NA, Johnston JA, Swindle R.",J Pediatr Psychol. 2009 Oct;34(9):940-53. doi: 10.1093/jpepsy/jsn138. Epub 2009 Feb 5.,Whalen CK,J Pediatr Psychol,2009,2/7/09,,,10.1093/jpepsy/jsn138
19761584,Developmental psychopathology: Attention Deficit Hyperactivity Disorder (ADHD),"Schmidt S, Petermann F.",BMC Psychiatry. 2009 Sep 17;9:58. doi: 10.1186/1471-244X-9-58.,Schmidt S,BMC Psychiatry,2009,9/19/09,PMC2751746,,10.1186/1471-244X-9-58
19524093,Extrastriatal dopamine D2 receptor binding modulates intraindividual variability in episodic recognition and executive functioning,"MacDonald SW, Cervenka S, Farde L, Nyberg L, Bäckman L.",Neuropsychologia. 2009 Sep;47(11):2299-304. doi: 10.1016/j.neuropsychologia.2009.01.016. Epub 2009 Jan 19.,MacDonald SW,Neuropsychologia,2009,6/16/09,,,10.1016/j.neuropsychologia.2009.01.016
19393254,"Cortical activity patterns in ADHD during arousal, activation and sustained attention","Loo SK, Hale TS, Macion J, Hanada G, McGough JJ, McCracken JT, Smalley SL.",Neuropsychologia. 2009 Aug;47(10):2114-9. doi: 10.1016/j.neuropsychologia.2009.04.013. Epub 2009 Apr 22.,Loo SK,Neuropsychologia,2009,4/28/09,PMC2785488,NIHMS112284,10.1016/j.neuropsychologia.2009.04.013
19308723,"Comorbid problems in ADHD: degree of association, shared endophenotypes, and formation of distinct subtypes. Implications for a future DSM","Rommelse NN, Altink ME, Fliers EA, Martin NC, Buschgens CJ, Hartman CA, Buitelaar JK, Faraone SV, Sergeant JA, Oosterlaan J.",J Abnorm Child Psychol. 2009 Aug;37(6):793-804. doi: 10.1007/s10802-009-9312-6.,Rommelse NN,J Abnorm Child Psychol,2009,3/25/09,PMC2708322,,10.1007/s10802-009-9312-6
18596301,The Wender Utah Rating Scale: Adult ADHD diagnostic tool or personality index?,"Hill BD, Pella RD, Singh AN, Jones GN, Gouvier WD.",J Atten Disord. 2009 Jul;13(1):87-94. doi: 10.1177/1087054708320384. Epub 2008 Jul 2.,Hill BD,J Atten Disord,2009,7/4/08,,,10.1177/1087054708320384
19397870,Heterotopagnosia: When I point at parts of your body,"Cleret de Langavant L, Trinkler I, Cesaro P, Bachoud-Lévi AC.",Neuropsychologia. 2009 Jun;47(7):1745-55. doi: 10.1016/j.neuropsychologia.2009.02.016. Epub 2009 Feb 14.,Cleret de Langavant L,Neuropsychologia,2009,4/29/09,,,10.1016/j.neuropsychologia.2009.02.016
19396760,[Validation of the Spanish version of the attention deficit hyperactivity disorder adult screening scale (ASRS v. 1.1): a novel scoring strategy],"Ramos-Quiroga JA, Daigre C, Valero S, Bosch R, Gómez-Barros N, Nogueira M, Palomar G, Roncero C, Casas M.",Rev Neurol. 2009 May 1-15;48(9):449-52.,Ramos-Quiroga JA,Rev Neurol,2009,4/28/09,,,
19380519,A pilot study of working memory and academic achievement in college students with ADHD,"Gropper RJ, Tannock R.",J Atten Disord. 2009 May;12(6):574-81. doi: 10.1177/1087054708320390.,Gropper RJ,J Atten Disord,2009,4/22/09,,,10.1177/1087054708320390
19389330,The Child Behavior Checklist-Pediatric Bipolar Disorder profile predicts a subsequent diagnosis of bipolar disorder and associated impairments in ADHD youth growing up: a longitudinal analysis,"Biederman J, Petty CR, Monuteaux MC, Evans M, Parcell T, Faraone SV, Wozniak J.",J Clin Psychiatry. 2009 Apr 21;70(5):732-40. doi: 10.4088/JCP.08m04821.,Biederman J,J Clin Psychiatry,2009,4/25/09,PMC3066229,NIHMS280480,10.4088/JCP.08m04821
19358788,A randomized double-blind trial of atomoxetine for cognitive impairments in 32 people with schizophrenia,"Kelly DL, Buchanan RW, Boggs DL, McMahon RP, Dickinson D, Nelson M, Gold JM, Ball MP, Feldman S, Liu F, Conley RR.",J Clin Psychiatry. 2009 Apr;70(4):518-25. doi: 10.4088/jcp.08m04358. Epub 2009 Apr 7.,Kelly DL,J Clin Psychiatry,2009,4/11/09,,,10.4088/jcp.08m04358
19195848,A case-comparison study of executive functions in alcohol-dependent adults with maternal history of alcoholism,"Cottencin O, Nandrino JL, Karila L, Mezerette C, Danel T.",Eur Psychiatry. 2009 Apr;24(3):195-200. doi: 10.1016/j.eurpsy.2008.12.003. Epub 2009 Feb 4.,Cottencin O,Eur Psychiatry,2009,2/7/09,,,10.1016/j.eurpsy.2008.12.003
19261228,Childhood ADHD and conduct disorder as independent predictors of male alcohol dependence at age 40,"Knop J, Penick EC, Nickel EJ, Mortensen EL, Sullivan MA, Murtaza S, Jensen P, Manzardo AM, Gabrielli WF Jr.",J Stud Alcohol Drugs. 2009 Mar;70(2):169-77. doi: 10.15288/jsad.2009.70.169.,Knop J,J Stud Alcohol Drugs,2009,3/6/09,PMC2653603,,10.15288/jsad.2009.70.169
19280563,[Advances in the diagnosis and subtyping of attention deficit hyperactivity disorder: what may lie ahead for DSM-V],Barkley RA.,Rev Neurol. 2009 Feb 27;48 Suppl 2:S101-6.,Barkley RA,Rev Neurol,2009,3/13/09,,,
19897100,Bayesian probability approach to ADHD appraisal,"Robeva R, Penberthy JK.",Methods Enzymol. 2009;467:357-380. doi: 10.1016/S0076-6879(09)67014-2.,Robeva R,Methods Enzymol,2009,11/10/09,,,10.1016/S0076-6879(09)67014-2
18991159,ADHD in adult psychiatry. Minimum rates and clinical presentation in general psychiatry outpatients,"Nylander L, Holmqvist M, Gustafson L, Gillberg C.",Nord J Psychiatry. 2009;63(1):64-71. doi: 10.1080/08039480802416323.,Nylander L,Nord J Psychiatry,2009,11/11/08,,,10.1080/08039480802416323
18603313,Decision-making impairment is related to serotonin transporter promoter polymorphism in a sample of patients with obsessive-compulsive disorder,"da Rocha FF, Malloy-Diniz L, Lage NV, Romano-Silva MA, de Marco LA, Correa H.",Behav Brain Res. 2008 Dec 16;195(1):159-63. doi: 10.1016/j.bbr.2008.05.015. Epub 2008 May 29.,da Rocha FF,Behav Brain Res,2008,7/8/08,,,10.1016/j.bbr.2008.05.015
19047332,Assessment and treatment of correctional inmates with ADHD,Appelbaum KL.,Am J Psychiatry. 2008 Dec;165(12):1520-4. doi: 10.1176/appi.ajp.2008.08060849.,Appelbaum KL,Am J Psychiatry,2008,12/3/08,,,10.1176/appi.ajp.2008.08060849
19037178,Unrecognized attention-deficit/hyperactivity disorder in adults presenting with other psychiatric disorders,"Barkley RA, Brown TE.",CNS Spectr. 2008 Nov;13(11):977-84. doi: 10.1017/s1092852900014036.,Barkley RA,CNS Spectr,2008,11/28/08,,,10.1017/s1092852900014036
18827268,Validation of the presence of comorbidities in a Danish clinical cohort of children with Tourette syndrome,"Mol Debes NM, Hjalgrim H, Skov L.",J Child Neurol. 2008 Sep;23(9):1017-27. doi: 10.1177/0883073808316370.,Mol Debes NM,J Child Neurol,2008,10/2/08,,,10.1177/0883073808316370
18824822,A practical guide to recognition and diagnosis of ADHD in adults in the primary care setting,"Culpepper L, Mattingly G.",Postgrad Med. 2008 Sep;120(3):16-26. doi: 10.3810/pgm.2008.09.1904.,Culpepper L,Postgrad Med,2008,10/1/08,,,10.3810/pgm.2008.09.1904
18562158,The relationship of malingering test failure to self-reported symptoms and neuropsychological findings in adults referred for ADHD evaluation,"Suhr J, Hammers D, Dobbins-Buckland K, Zimak E, Hughes C.",Arch Clin Neuropsychol. 2008 Sep;23(5):521-30. doi: 10.1016/j.acn.2008.05.003. Epub 2008 Jun 17.,Suhr J,Arch Clin Neuropsychol,2008,6/20/08,,,10.1016/j.acn.2008.05.003
18729611,Cognitive inhibition and working memory in attention-deficit/hyperactivity disorder,"Engelhardt PE, Nigg JT, Carr LA, Ferreira F.",J Abnorm Psychol. 2008 Aug;117(3):591-605. doi: 10.1037/a0012593.,Engelhardt PE,J Abnorm Psychol,2008,8/30/08,PMC5221607,NIHMS837997,10.1037/a0012593
18681752,Educational and occupational underattainment in adults with attention-deficit/hyperactivity disorder: a controlled study,"Biederman J, Petty CR, Fried R, Kaiser R, Dolan CR, Schoenfeld S, Doyle AE, Seidman LJ, Faraone SV.",J Clin Psychiatry. 2008 Aug;69(8):1217-22. doi: 10.4088/jcp.v69n0803.,Biederman J,J Clin Psychiatry,2008,8/7/08,,,10.4088/jcp.v69n0803
18572982,"The frequency of cognitive impairment in patients with anxiety, depression, and bipolar disorder: an unaccounted source of variance in clinical trials","Gualtieri CT, Morgan DW.",J Clin Psychiatry. 2008 Jul;69(7):1122-30. doi: 10.4088/jcp.v69n0712.,Gualtieri CT,J Clin Psychiatry,2008,6/25/08,,,10.4088/jcp.v69n0712
18517288,Effects of stimulant medication on neuropsychological functioning in young adults with attention-deficit/hyperactivity disorder,"Biederman J, Seidman LJ, Petty CR, Fried R, Doyle AE, Cohen DR, Kenealy DC, Faraone SV.",J Clin Psychiatry. 2008 Jul;69(7):1150-6. doi: 10.4088/jcp.v69n0715.,Biederman J,J Clin Psychiatry,2008,6/4/08,,,10.4088/jcp.v69n0715
17934182,Discordance between psychometric testing and questionnaire-based definitions of executive function deficits in individuals with ADHD,"Biederman J, Petty CR, Fried R, Black S, Faneuil A, Doyle AE, Seidman LJ, Faraone SV.",J Atten Disord. 2008 Jul;12(1):92-102. doi: 10.1177/1087054707305111. Epub 2007 Oct 12.,Biederman J,J Atten Disord,2008,10/16/07,,,10.1177/1087054707305111
18720662,Preliminary evidence differentiating ADHD using brain SPECT imaging in older patients,"Amen DG, Hanks C, Prunella J.",J Psychoactive Drugs. 2008 Jun;40(2):139-46. doi: 10.1080/02791072.2008.10400623.,Amen DG,J Psychoactive Drugs,2008,8/30/08,,,10.1080/02791072.2008.10400623
18720661,Predicting positive and negative treatment responses to stimulants with brain SPECT imaging,"Amen DG, Hanks C, Prunella J.",J Psychoactive Drugs. 2008 Jun;40(2):131-8. doi: 10.1080/02791072.2008.10400622.,Amen DG,J Psychoactive Drugs,2008,8/30/08,,,10.1080/02791072.2008.10400622
18473259,Effects of diagnostic comorbidity and dimensional symptoms of attention-deficit-hyperactivity disorder in men with antisocial personality disorder,"Semiz UB, Basoglu C, Oner O, Munir KM, Ates A, Algul A, Ebrinc S, Cetin M.",Aust N Z J Psychiatry. 2008 May;42(5):405-13. doi: 10.1080/00048670801961099.,Semiz UB,Aust N Z J Psychiatry,2008,5/14/08,PMC3166642,NIHMS319207,10.1080/00048670801961099
18301851,Adolescent problem behaviours predicting DSM-IV diagnoses of multiple substance use disorder. Findings of a prospective birth cohort study,"Hayatbakhsh MR, Najman JM, Jamrozik K, Al Mamun A, Bor W, Alati R.",Soc Psychiatry Psychiatr Epidemiol. 2008 May;43(5):356-63. doi: 10.1007/s00127-008-0325-1.,Hayatbakhsh MR,Soc Psychiatry Psychiatr Epidemiol,2008,2/28/08,,,10.1007/s00127-008-0325-1
18094324,ADHD in adults: a review of the literature,Davidson MA.,J Atten Disord. 2008 May;11(6):628-41. doi: 10.1177/1087054707310878. Epub 2007 Dec 19.,Davidson MA,J Atten Disord,2008,12/21/07,,,10.1177/1087054707310878
17495239,The expression of adult ADHD symptoms in daily life: an application of experience sampling methodology,"Knouse LE, Mitchell JT, Brown LH, Silvia PJ, Kane MJ, Myin-Germeys I, Kwapil TR.",J Atten Disord. 2008 May;11(6):652-63. doi: 10.1177/1087054707299411. Epub 2007 May 10.,Knouse LE,J Atten Disord,2008,5/15/07,,,10.1177/1087054707299411
18322864,Memory tests in subgroups of adult attention deficit hyperactivity disorder reveals simultaneous capacity deficit,"Dige N, Maahr E, Backenroth-Ohsako G.",Int J Neurosci. 2008 Apr;118(4):569-91. doi: 10.1080/00207450701239384.,Dige N,Int J Neurosci,2008,3/7/08,,,10.1080/00207450701239384
18336058,Assessing the efficacy of treatments for ADHD : overview of methodological issues,"Madaan V, Daughton J, Lubberstedt B, Mattai A, Vaughan BS, Kratochvil CJ.",CNS Drugs. 2008;22(4):275-90. doi: 10.2165/00023210-200822040-00002.,Madaan V,CNS Drugs,2008,3/14/08,,,10.2165/00023210-200822040-00002
18083961,"Reliability, validity, and utility of instruments for self-report and informant report concerning symptoms of ADHD in adult patients","Sandra Kooij JJ, Marije Boonstra A, Swinkels SH, Bekker EM, de Noord I, Buitelaar JK.",J Atten Disord. 2008 Jan;11(4):445-58. doi: 10.1177/1087054707299367.,Sandra Kooij JJ,J Atten Disord,2008,12/18/07,,,10.1177/1087054707299367
17932389,Diagnostic group differences in parent and teacher ratings on the BRIEF and Conners' Scales,"Sullivan JR, Riccio CA.",J Atten Disord. 2007 Nov;11(3):398-406. doi: 10.1177/1087054707299399.,Sullivan JR,J Atten Disord,2007,10/13/07,,,10.1177/1087054707299399
18175491,Psycho-educational evaluations for university students in one clinic,"Cellucci T, Remsperger P, McGlade E.",Psychol Rep. 2007 Oct;101(2):501-11. doi: 10.2466/pr0.101.2.501-511.,Cellucci T,Psychol Rep,2007,1/8/08,,,10.2466/pr0.101.2.501-511
17902010,Psychiatric comorbidity and functional impairment in a clinically referred sample of adults with attention-deficit/hyperactivity disorder (ADHD),"Sobanski E, Brüggemann D, Alm B, Kern S, Deschner M, Schubert T, Philipsen A, Rietschel M.",Eur Arch Psychiatry Clin Neurosci. 2007 Oct;257(7):371-7. doi: 10.1007/s00406-007-0712-8.,Sobanski E,Eur Arch Psychiatry Clin Neurosci,2007,9/29/07,,,10.1007/s00406-007-0712-8
17401730,Co-morbidity of adult attention-deficit/hyperactivity disorder with focus on personality traits and related disorders in a tertiary referral center,"Jacob CP, Romanos J, Dempfle A, Heine M, Windemuth-Kieselbach C, Kruse A, Reif A, Walitza S, Romanos M, Strobel A, Brocke B, Schäfer H, Schmidtke A, Böning J, Lesch KP.",Eur Arch Psychiatry Clin Neurosci. 2007 Sep;257(6):309-17. doi: 10.1007/s00406-007-0722-6. Epub 2007 Apr 1.,Jacob CP,Eur Arch Psychiatry Clin Neurosci,2007,4/3/07,,,10.1007/s00406-007-0722-6
17632251,Is oppositional defiant disorder a meaningful diagnosis in adults? Results from a large sample of adults with ADHD,"Harpold T, Biederman J, Gignac M, Hammerness P, Surman C, Potter A, Mick E.",J Nerv Ment Dis. 2007 Jul;195(7):601-5. doi: 10.1097/NMD.0b013e318093f448.,Harpold T,J Nerv Ment Dis,2007,7/17/07,,,10.1097/NMD.0b013e318093f448
17492608,[Adult attention-deficit/hyperactivity disorder: descriptive study in a Memory Unit],"González-Hernández J, Galdames-Contreras D, Oporto-Segura S, Nervi-Nattero A, von Bernhardi R.",Rev Neurol. 2007 May 1-15;44(9):519-23.,González-Hernández J,Rev Neurol,2007,5/12/07,,,
17415079,The neuropsychiatry of impulsivity,"Chamberlain SR, Sahakian BJ.",Curr Opin Psychiatry. 2007 May;20(3):255-61. doi: 10.1097/YCO.0b013e3280ba4989.,Chamberlain SR,Curr Opin Psychiatry,2007,4/7/07,,,10.1097/YCO.0b013e3280ba4989
17141483,Questionnaire ratings of attention-deficit/hyperactivity disorder (ADHD) in adults are associated with spatial working memory,"Dowson JH, Blackwell AD, Turner DC, Harvey E, Malhotra T, Robbins TW, Sahakian BJ.",Eur Psychiatry. 2007 May;22(4):256-63. doi: 10.1016/j.eurpsy.2006.08.005. Epub 2006 Dec 1.,Dowson JH,Eur Psychiatry,2007,12/5/06,,,10.1016/j.eurpsy.2006.08.005
17468684,Can self-reported behavioral scales assess executive function deficits? A controlled study of adults with ADHD,"Biederman J, Petty CR, Fried R, Fontanella J, Doyle AE, Seidman LJ, Faraone SV.",J Nerv Ment Dis. 2007 Mar;195(3):240-6. doi: 10.1097/01.nmd.0000243968.06789.73.,Biederman J,J Nerv Ment Dis,2007,5/1/07,,,10.1097/01.nmd.0000243968.06789.73
17306962,Stability of attention deficits in schizophrenia,"Harris JG, Minassian A, Perry W.",Schizophr Res. 2007 Mar;91(1-3):107-11. doi: 10.1016/j.schres.2006.12.021. Epub 2007 Feb 16.,Harris JG,Schizophr Res,2007,2/20/07,,,10.1016/j.schres.2006.12.021
17891668,An examination of the psychometric properties of the attention deficit scales for adults with outpatient substance abusers,"West SL, Mulsow M, Arredondo R.",Am J Drug Alcohol Abuse. 2007;33(5):755-64. doi: 10.1080/00952990600753883.,West SL,Am J Drug Alcohol Abuse,2007,9/25/07,,,10.1080/00952990600753883
17492579,[Psychiatric and neuropsychological characterization of a group of adults referred to a university outpatient clinic for ADHD],"Vegt M, Tulen JH, van Tuijl HR, Twigt CW, Hengeveld MW.",Tijdschr Psychiatr. 2007;49(5):289-99.,Vegt M,Tijdschr Psychiatr,2007,5/12/07,,,
17453603,Do individuals with ADHD self-medicate with cigarettes and substances of abuse? Results from a controlled family study of ADHD,"Wilens TE, Adamson J, Sgambati S, Whitley J, Santry A, Monuteaux MC, Biederman J.",Am J Addict. 2007;16 Suppl 1:14-21; quiz 22-3. doi: 10.1080/10550490601082742.,Wilens TE,Am J Addict,2007,4/25/07,,,10.1080/10550490601082742
17201529,The latent structure of attention-deficit/hyperactivity disorder in a clinic-referred sample,"Frazier TW, Youngstrom EA, Naugle RI.",Neuropsychology. 2007 Jan;21(1):45-64. doi: 10.1037/0894-4105.21.1.45.,Frazier TW,Neuropsychology,2007,1/5/07,,,10.1037/0894-4105.21.1.45
17166338,Does OROS-methylphenidate improve core symptoms and deficits in executive function? Results of an open-label trial in adults with attention deficit hyperactivity disorder,"Fallu A, Richard C, Prinzo R, Binder C.",Curr Med Res Opin. 2006 Dec;22(12):2557-66. doi: 10.1185/030079906X154132.,Fallu A,Curr Med Res Opin,2006,12/15/06,,,10.1185/030079906X154132
17014981,"Reliability and validity of a computerized neurocognitive test battery, CNS Vital Signs","Gualtieri CT, Johnson LG.",Arch Clin Neuropsychol. 2006 Oct;21(7):623-43. doi: 10.1016/j.acn.2006.05.007. Epub 2006 Oct 2.,Gualtieri CT,Arch Clin Neuropsychol,2006,10/4/06,,,10.1016/j.acn.2006.05.007
16846261,Attentional versus motor inhibition in adults with attention-deficit/hyperactivity disorder,"Carr LA, Nigg JT, Henderson JM.",Neuropsychology. 2006 Jul;20(4):430-41. doi: 10.1037/0894-4105.20.4.430.,Carr LA,Neuropsychology,2006,7/19/06,,,10.1037/0894-4105.20.4.430
16703528,[Attention deficit hyperactivity disorder in adults: a clinical and therapeutic characterization],"Ramos-Quiroga JA, Bosch-Munsó R, Castells-Cervelló X, Nogueira-Morais M, García-Gimenez E, Casas-Brugué M.",Rev Neurol. 2006 May 16-31;42(10):600-6.,Ramos-Quiroga JA,Rev Neurol,2006,5/17/06,,,
16669721,Characterizing impaired driving in adults with attention-deficit/hyperactivity disorder: A controlled study,"Fried R, Petty CR, Surman CB, Reimer B, Aleardi M, Martin JM, Coughlin JF, Biederman J.",J Clin Psychiatry. 2006 Apr;67(4):567-74. doi: 10.4088/jcp.v67n0407.,Fried R,J Clin Psychiatry,2006,5/4/06,,,10.4088/jcp.v67n0407
